ID,text,response,av,ac,pr,ui,s,c,i,a
CVE-2016-0014,"DLL loading vulnerability in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 Gold and 1511 allows local users to elevate privileges. This vulnerability occurs when a crafted application is executed, leading to unauthorized access and potential privilege escalation.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0015,"HEAP CORRUPTION in DirectShow component of Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 allows remote attackers to execute arbitrary code when a crafted file is processed. This vulnerability can result in remote code execution, posing a significant security risk to affected systems. Attackers can exploit this vulnerability through various attack vectors, potentially leading to unauthorized access, data theft, or system compromise.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-0016,"DLL loading vulnerability in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application. This vulnerability falls under the category of Remote Code Execution. The impact of this vulnerability is that local users can exploit it to execute arbitrary code with elevated privileges on the affected system. The attack vector involves a malicious application that tricks the operating system into loading a malicious DLL file, leading to the execution of unauthorized code.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0018,"DLL loading vulnerability in Microsoft Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 R2, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application. This vulnerability falls under the category of Remote Code Execution. Attackers can exploit this vulnerability by tricking users into running a malicious application, leading to unauthorized access and potential privilege escalation.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0019,"VULNERABILITY: Windows Remote Desktop Protocol Security Bypass Vulnerability

PROBLEM TYPE: Security bypass in Remote Desktop Protocol (RDP) service implementation

AFFECTED COMPONENTS: Microsoft Windows 10 Gold and 1511

IMPACT: Remote attackers can bypass intended access restrictions and establish sessions for blank-password accounts

ATTACK VECTOR: Attackers exploit a flaw in the RDP service implementation to connect to systems with blank-password accounts, potentially leading to unauthorized access and compromise of sensitive information.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-0020,"DLL loading vulnerability in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allows local users to elevate privileges by exploiting a crafted application. This vulnerability, known as ""MAPI DLL Loading Elevation of Privilege Vulnerability,"" falls under the category of privilege escalation. Attackers can exploit this vulnerability by executing a malicious application, leading to unauthorized access and potential control over the affected system.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0021,"MEMORY CORRUPTION in Microsoft InfoPath 2007 SP3, 2010 SP2, and 2013 SP1 causes remote attackers to execute arbitrary code when a crafted Office document is opened. This vulnerability allows attackers to potentially take control of the affected system and execute malicious actions. The attack vector involves enticing a user to open a malicious Office document, which triggers the memory corruption and allows the attacker to execute arbitrary code.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0022,"MEMORY CORRUPTION in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 causes remote attackers to execute arbitrary code when a crafted Office document is opened. This vulnerability, known as ""Microsoft Office Memory Corruption Vulnerability,"" allows attackers to potentially take control of the affected system and execute malicious actions.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0024,"MEMORY CORRUPTION in Chakra JavaScript engine in Microsoft Edge causes arbitrary code execution when exploited by remote attackers. This vulnerability, known as CVE-2016-0024, allows attackers to execute malicious code through unspecified vectors. The impact of this vulnerability is severe as it enables attackers to take control of the affected system. This vulnerability affects the Chakra JavaScript engine in Microsoft Edge.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0025,"MEMORY CORRUPTION in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Office 2016, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Automation Services on SharePoint Server 2010 SP2, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps 2010 SP2, Office Web Apps Server 2013 SP1, and Office Online Server causes arbitrary code execution when processing a crafted Office document. This vulnerability allows remote attackers to exploit the memory corruption issue, potentially leading to unauthorized access, data manipulation, or system compromise. The attack vector involves sending a malicious Office document to the targeted user, who opens the file using one of the affected Microsoft Office products or services.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0026,"Elevation of Privilege in Common Log File System (CLFS) driver in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, and 1607, and Windows Server 2016 allows local users to gain privileges via a crafted application. This vulnerability, known as ""Windows Common Log File System Driver Elevation of Privilege Vulnerability,"" can be exploited by attackers to escalate their privileges on the affected systems.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-0028,"Information disclosure vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 SP1, Cumulative Update 11, and Cumulative Update 12 and 2016 Gold and Cumulative Update 1 allows remote attackers to track users via a crafted HTML e-mail message. This vulnerability occurs due to improper restriction of loading IMG elements in OWA. An attacker can exploit this vulnerability by sending a specially crafted HTML e-mail message to a user, allowing them to track the user's activities. This could lead to unauthorized access to sensitive information and compromise the confidentiality of user data.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: N
a: N",N,L,N,R,U,H,N,N
CVE-2016-0029,"Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL. This vulnerability, known as ""Exchange Spoofing Vulnerability,"" can lead to unauthorized access to sensitive information, manipulation of user sessions, and potential phishing attacks. Attackers can exploit this vulnerability by sending a malicious link to a user, tricking them into clicking on it and executing the injected script. This can result in the attacker gaining control over the user's session and potentially compromising the entire Exchange Server system.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0030,"Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, and 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability.""

PROBLEM TYPE: Cross-site scripting (XSS) vulnerability
AFFECTED COMPONENTS: Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, and 2016
IMPACT: Allows remote attackers to inject arbitrary web script or HTML
ATTACK VECTOR: Crafted URL

This vulnerability in Exchange Server allows attackers to execute malicious scripts on the victim's browser, potentially leading to unauthorized access, data theft, or other malicious activities. It is important for users to apply patches or updates provided by Microsoft to mitigate the risk of exploitation.","av: N
ac: L
pr: N
ui: R
s: U
c: L
i: L
a: N",N,L,N,R,U,L,L,N
CVE-2016-0031,"Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL. This vulnerability, known as ""Exchange Spoofing Vulnerability,"" can lead to unauthorized access to sensitive information, manipulation of user data, and potential phishing attacks. Attackers can exploit this vulnerability by sending malicious links to users or by tricking them into clicking on specially crafted URLs.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: N",N,L,N,R,U,H,H,N
CVE-2016-0032,"Cross-site scripting (XSS) vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, 2013 Cumulative Update 11, and 2016 allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka ""Exchange Spoofing Vulnerability.""

XSS vulnerability in Outlook Web Access (OWA) in Microsoft Exchange Server 2013 PS1, 2013 Cumulative Update 10, 2013 Cumulative Update 11, and 2016 causes arbitrary web script or HTML injection in affected components, leading to potential spoofing attacks when attackers exploit this vulnerability through a crafted URL.","av: N
ac: L
pr: N
ui: R
s: U
c: L
i: L
a: N",N,L,N,R,U,L,L,N
CVE-2016-0033,"Denial of Service vulnerability in Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 allows remote attackers to cause a performance degradation by exploiting recursive compilation of XSLT transforms. This vulnerability, known as "".NET Framework Stack Overflow Denial of Service Vulnerability,"" can be triggered by crafted XSLT data. The attack type is Denial of Service, impacting the affected software components mentioned above. Attackers can exploit this vulnerability remotely, potentially causing a significant impact on the performance of the affected systems.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-0034,"VULNERABILITY TYPE: Remote Code Execution in Microsoft Silverlight 5

AFFECTED COMPONENTS: Microsoft Silverlight 5 before version 5.1.41212.0

IMPACT: The vulnerability allows remote attackers to execute arbitrary code or cause a denial of service (object-header corruption) on the affected system.

ATTACK VECTOR: Attackers can exploit this vulnerability by enticing a user to visit a specially crafted web site, leading to the execution of malicious code on the victim's machine.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0035,"MEMORY CORRUPTION in Microsoft Excel versions 2007 SP3, 2010 SP2, 2013 SP1, 2013 RT SP1, 2016, Excel for Mac 2011, Excel 2016 for Mac, Office Compatibility Pack SP3, and Excel Viewer allows remote attackers to execute arbitrary code via a crafted Office document. This vulnerability can result in unauthorized access to sensitive information, system compromise, and potential data loss. Attackers can exploit this vulnerability by enticing a user to open a malicious Office document, leading to the execution of arbitrary code on the victim's system.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0036,"PROBLEM TYPE: Remote Code Execution in Remote Desktop Protocol (RDP) implementation
AFFECTED COMPONENTS: Microsoft Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows 10
IMPACT: Allows remote authenticated users to execute arbitrary code
ATTACK VECTOR: Crafted data sent through the Remote Desktop Protocol (RDP) 

DESCRIPTION: The Remote Desktop Protocol (RDP) implementation in Microsoft Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 is vulnerable to a Remote Code Execution attack. Remote authenticated users can exploit this vulnerability by sending crafted data through the RDP, allowing them to execute arbitrary code on the target system. This could lead to unauthorized access, data theft, system compromise, and other malicious activities. It is crucial for users to apply necessary patches and security updates to mitigate the risk posed by this vulnerability.","av: N
ac: L
pr: L
ui: N
s: U
c: H
i: H
a: H",N,L,L,N,U,H,H,H
CVE-2016-0037,"DENIAL OF SERVICE in Active Directory Federation Services (ADFS) 3.0 in Microsoft Windows Server 2012 R2 causes DAEMON OUTAGE when REMOTE ATTACKERS send CRAFTED DATA. 

This vulnerability allows remote attackers to exploit the forms-based authentication implementation in ADFS 3.0, leading to a denial of service, resulting in a daemon outage. By sending specially crafted data, attackers can disrupt the normal operation of the affected software components. This vulnerability impacts Microsoft Windows Server 2012 R2 running ADFS 3.0. The attack vector involves sending malicious data to the ADFS service, triggering the denial of service condition.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-0038,"MEMORY CORRUPTION in Windows Journal in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 allows remote attackers to execute arbitrary code via a crafted Journal file. This vulnerability can lead to unauthorized code execution on the affected system, potentially allowing attackers to take control of the system or steal sensitive information. The attack vector involves the exploitation of a specially crafted Journal file, making it a critical security issue that requires immediate attention and patching.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0039,"Cross-site scripting (XSS) vulnerability in SharePoint Server in Microsoft SharePoint Foundation 2013 SP1 allows remote attackers to inject arbitrary web script or HTML via a crafted request, aka ""Microsoft SharePoint XSS Vulnerability.""

XSS vulnerability in Microsoft SharePoint Foundation 2013 SP1 allows remote attackers to inject malicious web script or HTML code into SharePoint Server. This vulnerability can lead to various impacts such as unauthorized access to sensitive information, data manipulation, and potential security breaches. Attackers can exploit this vulnerability by sending crafted requests to the affected SharePoint Server, enabling them to execute malicious scripts within the context of the user's browser.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: N",N,L,N,R,U,H,H,N
CVE-2016-0040,"Elevation of Privilege vulnerability in the kernel of Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allows local users to gain privileges via a crafted application. This vulnerability can lead to unauthorized access and control of system resources, potentially resulting in the compromise of sensitive data or the execution of malicious code. Attackers can exploit this vulnerability by running a specially crafted application on the affected system, enabling them to escalate their privileges and carry out further malicious activities.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-0041,"DLL loading vulnerability in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold and 1511, and Internet Explorer 10 and 11 allows local users to gain privileges via a crafted application. This vulnerability falls under the category of Remote Code Execution. The impact of this vulnerability is that local users can exploit it to execute arbitrary code with elevated privileges on the affected system. The attack vector involves a malicious application that leverages the mishandling of DLL loading in the mentioned Windows operating systems and Internet Explorer versions.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-0042,"DLL loading vulnerability in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application. This vulnerability falls under the category of Remote Code Execution. Attackers can exploit this vulnerability by tricking a user into running a malicious application, leading to unauthorized access and potential privilege escalation on the affected systems.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0044,"DENIAL OF SERVICE in Sync Framework in Microsoft Windows 8.1, Windows Server 2012 R2, and Windows RT 8.1 causes a denial of service (SyncShareSvc service outage) when remote attackers send crafted ""change batch"" data. This vulnerability, known as ""Windows DLL Loading Denial of Service Vulnerability,"" allows attackers to disrupt the SyncShareSvc service, leading to a denial of service condition.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-0046,"VULNERABILITY EXPLOITATION in Windows Reader in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 allows remote attackers to execute arbitrary code via a crafted Reader file. This vulnerability in the Windows Reader software component poses a significant risk as it enables attackers to remotely execute malicious code on the affected systems. The attack vector for this vulnerability involves the manipulation of a specially crafted Reader file.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0047,"Information disclosure vulnerability in WinForms in Microsoft .NET Framework 2.0 SP2, 3.5, 3.5.1, 4.5.2, 4.6, and 4.6.1 allows remote attackers to obtain sensitive information from process memory via crafted icon data. This vulnerability can lead to unauthorized access to confidential data stored in the affected software components, potentially resulting in data breaches or unauthorized access to sensitive information. Attackers can exploit this vulnerability by sending specially crafted icon data to the targeted system, allowing them to retrieve sensitive information from the process memory.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: N
a: N",N,L,N,N,U,H,N,N
CVE-2016-0048,"Elevation of Privilege vulnerability in Win32k component of Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application. This vulnerability allows attackers to escalate their privileges on the affected systems, potentially leading to unauthorized access, data theft, or further compromise of the system. The attack vector involves a malicious application exploiting the kernel-mode drivers in the mentioned Windows operating systems.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-0049,"Vulnerability in Kerberos authentication protocol in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 Gold and 1511 allows remote attackers to bypass authentication by exploiting a flaw in password change validation. This security feature bypass could be achieved by deploying a specially crafted Key Distribution Center (KDC) and then initiating a sign-in action. The impact of this vulnerability is that remote attackers can gain unauthorized access to systems and potentially compromise sensitive data.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-0050,"Denial of Service in Network Policy Server (NPS) in Microsoft Windows Server 2008 SP2 and R2 SP1 and Server 2012 Gold and R2 due to misparsing of username queries allows remote attackers to disrupt RADIUS authentication, resulting in an outage. This vulnerability, identified as CVE-2016-0050, impacts the RADIUS implementation in NPS. Attackers can exploit this issue by sending crafted requests to the server, causing a denial of service.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-0051,"Elevation of Privilege vulnerability in the WebDAV client in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, and Windows 10 Gold and 1511 allows local users to gain privileges via a crafted application. This vulnerability allows attackers to escalate their privileges on the affected systems, potentially leading to unauthorized access to sensitive information or the ability to carry out malicious actions. The attack vector involves exploiting the WebDAV client in the mentioned Windows operating systems through a specially crafted application.","av: L
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",L,L,N,R,U,H,H,H
CVE-2016-0052,"MEMORY CORRUPTION in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Word for Mac 2011, Word 2016 for Mac, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 causes remote attackers to execute arbitrary code when a crafted Office document is opened. This vulnerability, known as ""Microsoft Office Memory Corruption Vulnerability,"" allows attackers to potentially take control of the affected system and execute malicious actions.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0053,"MEMORY CORRUPTION in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, Office Compatibility Pack SP3, Word Viewer, Word Automation Services on SharePoint Server 2013 SP1, Office Web Apps Server 2013 SP1, and SharePoint Server 2013 SP1 causes remote attackers to execute arbitrary code when a crafted Office document is opened, leading to a Microsoft Office Memory Corruption Vulnerability.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0054,"MEMORY CORRUPTION in Microsoft Excel versions 2007 SP3, 2010 SP2, 2013 SP1, 2013 RT SP1, 2016, Excel for Mac 2011, Excel 2016 for Mac, Office Compatibility Pack SP3, Excel Viewer, Excel Services on SharePoint Server 2007 SP3, Excel Services on SharePoint Server 2010 SP2, Excel Services on SharePoint Server 2013 SP1, and Office Web Apps 2010 SP2 allows remote attackers to execute arbitrary code via a crafted Office document. This vulnerability could result in unauthorized access, data manipulation, or system compromise when a user opens a malicious Office document, posing a significant security risk.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0055,"MEMORY CORRUPTION in Microsoft Office 2007 SP3 causes arbitrary code execution when processing a crafted Office document. This vulnerability allows remote attackers to execute malicious code on the affected system, potentially leading to unauthorized access, data theft, or system compromise. The attack vector involves enticing a user to open a specially crafted Office document, such as a Word or Excel file, triggering the memory corruption issue. This vulnerability poses a significant security risk to users of Microsoft Office 2007 SP3 and should be addressed promptly to prevent exploitation.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0056,"MEMORY CORRUPTION in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word 2016, and Office Compatibility Pack SP3 allows remote attackers to execute arbitrary code via a crafted Office document. This vulnerability poses a significant risk as it enables attackers to potentially take control of the affected system and execute malicious code. The attack vector involves sending a specially crafted Office document to the victim, who opens the document using one of the vulnerable Microsoft Office versions, leading to the exploitation of the memory corruption issue.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0057,"SECURITY FEATURE BYPASS in Microsoft Office 2007 SP3, 2010 SP2, 2013 SP1, and 2016 allows local users to gain privileges when a crafted signature is used in a Trojan horse file. This vulnerability can be exploited by an attacker to bypass security measures and potentially execute malicious code with elevated privileges on the affected system.","av: L
ac: H
pr: L
ui: R
s: U
c: H
i: H
a: H",L,H,L,R,U,H,H,H
CVE-2016-0058,"Buffer overflow in the PDF Library in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, and Windows 10 allows remote attackers to execute arbitrary code via a crafted PDF document that triggers API calls, aka ""Microsoft PDF Library Buffer Overflow Vulnerability.""

PROBLEM TYPE: Buffer overflow in PDF Library
AFFECTED COMPONENTS: Microsoft Windows 8.1, Windows Server 2012 Gold and R2, Windows 10
IMPACT: Allows remote attackers to execute arbitrary code
ATTACK VECTOR: Crafted PDF document triggering API calls","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-0059,Information disclosure in the Hyperlink Object Library in Microsoft Internet Explorer 9 through 11 allows remote attackers to access sensitive information from process memory. This vulnerability can be exploited via a crafted URL in an e-mail message or Office document. The impact of this vulnerability is the unauthorized access to sensitive data.,"av: N
ac: L
pr: N
ui: R
s: U
c: H
i: N
a: N",N,L,N,R,U,H,N,N
